q1,q2,q3,q4,q5,q6,
0.0,0.0,-0.0,0.0,0.0,0.0,
0.0,0.0,-0.006283185307179587,0.0,0.015707963267948967,0.0,
0.0,0.0,-0.012566370614359173,0.0,0.031415926535897934,0.0,
0.0,0.0,-0.01884955592153876,0.0,0.0471238898038469,0.0,
0.0,0.0,-0.025132741228718346,0.0,0.06283185307179587,0.0,
0.0,0.0,-0.031415926535897934,0.0,0.07853981633974483,0.0,
0.0,0.0,-0.03769911184307752,0.0,0.0942477796076938,0.0,
0.0,0.0,-0.04398229715025711,0.0,0.10995574287564278,0.0,
0.0,0.0,-0.05026548245743669,0.0,0.12566370614359174,0.0,
0.0,0.0,-0.05654866776461628,0.0,0.1413716694115407,0.0,
0.0,0.0,-0.06283185307179587,0.0,0.15707963267948966,0.0,
0.0,0.0,-0.06911503837897545,0.0,0.17278759594743864,0.0,
0.0,0.0,-0.07539822368615504,0.0,0.1884955592153876,0.0,
0.0,0.0,-0.08168140899333462,0.0,0.20420352248333656,0.0,
0.0,0.0,-0.08796459430051422,0.0,0.21991148575128555,0.0,
0.0,0.0,-0.0942477796076938,0.0,0.2356194490192345,0.0,
0.0,0.0,-0.10053096491487339,0.0,0.25132741228718347,0.0,
0.0,0.0,-0.10681415022205297,0.0,0.26703537555513246,0.0,
0.0,0.0,-0.11309733552923255,0.0,0.2827433388230814,0.0,
0.0,0.0,-0.11938052083641215,0.0,0.2984513020910304,0.0,
0.0,0.0,-0.12566370614359174,0.0,0.3141592653589793,0.0,
0.0,0.0,-0.13194689145077132,0.0,0.3298672286269283,0.0,
0.0,0.0,-0.1382300767579509,0.0,0.3455751918948773,0.0,
0.0,0.0,-0.1445132620651305,0.0,0.3612831551628262,0.0,
0.0,0.0,-0.15079644737231007,0.0,0.3769911184307752,0.0,
0.0,0.0,-0.15707963267948966,0.0,0.3926990816987242,0.0,
0.0,0.0,-0.16336281798666924,0.0,0.4084070449666731,0.0,
0.0,0.0,-0.16964600329384885,0.0,0.4241150082346221,0.0,
0.0,0.0,-0.17592918860102844,0.0,0.4398229715025711,0.0,
